Start Year,End Year,Scaling,Regularization,Alpha,Features Removed,MSE,R-Squared,Accuracy,Model Name
2023,2023,True,elasticnet,0.1,True,85.50705001541863,0.1259236171124436,66.58666666666667,model_2023_2023_scaled_elasticnet_0.1_features_removed
2022,2023,True,ridge,100.0,True,84.21106466736718,0.15398361539519,66.58333333333333,model_2022_2023_scaled_ridge_100_features_removed
2019,2023,True,ridge,10.0,False,70.80147089892714,0.22337078644853936,66.57666666666667,model_2019_2023_scaled_ridge_10_features_included
2014,2023,True,lasso,0.1,False,78.40872046313692,0.21715602255934163,66.57666666666667,model_2014_2023_scaled_lasso_0.1_features_included
2022,2023,False,elasticnet,10.0,False,79.91715844467241,0.1971218304587985,66.57333333333334,model_2022_2023_unscaled_elasticnet_10_features_included
2014,2023,False,ridge,0.01,False,79.11368460772668,0.21011755883178762,66.57333333333332,model_2014_2023_unscaled_ridge_0.01_features_included
2014,2023,False,,,False,79.113723318901,0.2101171723338383,66.57333333333332,model_2014_2023_unscaled_none_0_features_included
2023,2023,True,ridge,1.0,False,88.13251329199232,0.09908541553985006,66.57333333333332,model_2023_2023_scaled_ridge_1_features_included
2022,2023,True,ridge,100.0,False,82.7022793330695,0.1691414467171104,66.57,model_2022_2023_scaled_ridge_100_features_included
2022,2023,False,lasso,0.1,False,83.23121364438767,0.16382757144997773,66.57,model_2022_2023_unscaled_lasso_0.1_features_included
2022,2023,True,ridge,1.0,True,86.31841035828153,0.1328124190733989,66.57,model_2022_2023_scaled_ridge_1_features_removed
2022,2023,False,ridge,1.0,True,86.45570982338681,0.13143305642627678,66.57,model_2022_2023_unscaled_ridge_1_features_removed
2014,2023,True,ridge,1.0,False,79.09207463902102,0.2103333158771008,66.56666666666666,model_2014_2023_scaled_ridge_1_features_included
2014,2023,False,ridge,1.0,False,79.10987289281157,0.21015561554343143,66.56666666666666,model_2014_2023_unscaled_ridge_1_features_included
2014,2023,True,ridge,0.1,False,79.11084242376268,0.2101459356065375,66.56666666666666,model_2014_2023_scaled_ridge_0.1_features_included
2014,2023,False,ridge,0.1,False,79.11333624539907,0.21012103693152617,66.56666666666666,model_2014_2023_unscaled_ridge_0.1_features_included
2014,2023,True,ridge,0.01,False,79.11342520087601,0.21012014878721053,66.56666666666666,model_2014_2023_scaled_ridge_0.01_features_included
2022,2023,True,lasso,0.01,False,83.5621741146897,0.16050261668734622,66.56333333333333,model_2022_2023_scaled_lasso_0.01_features_included
2022,2023,True,elasticnet,0.1,False,82.10600117821816,0.17513188385003076,66.55,model_2022_2023_scaled_elasticnet_0.1_features_included
2022,2023,True,ridge,1.0,False,84.46520012461491,0.151430473933437,66.54666666666667,model_2022_2023_scaled_ridge_1_features_included
2014,2023,True,ridge,1.0,True,81.33393811388437,0.1879502275015409,66.49000000000001,model_2014_2023_scaled_ridge_1_features_removed
2014,2023,True,ridge,0.1,True,81.35919183024865,0.1876980907539062,66.49000000000001,model_2014_2023_scaled_ridge_0.1_features_removed
2014,2023,True,ridge,0.01,True,81.36295989557034,0.18766046984610074,66.49000000000001,model_2014_2023_scaled_ridge_0.01_features_removed
2014,2023,False,ridge,0.1,True,81.3633221437768,0.1876568531077445,66.49000000000001,model_2014_2023_unscaled_ridge_0.1_features_removed
2014,2023,True,lasso,0.01,True,81.18573304201767,0.18942992832119088,66.49,model_2014_2023_scaled_lasso_0.01_features_removed
2014,2023,True,elasticnet,0.01,True,81.21248438706638,0.18916283903270203,66.48333333333333,model_2014_2023_scaled_elasticnet_0.01_features_removed
2022,2023,True,lasso,0.1,True,83.89066729419211,0.1572024492665005,66.46666666666667,model_2022_2023_scaled_lasso_0.1_features_removed
2022,2023,True,elasticnet,0.1,True,84.02826975124044,0.15582004264707816,66.46000000000001,model_2022_2023_scaled_elasticnet_0.1_features_removed
2022,2023,True,elasticnet,0.01,True,85.67542156034723,0.13927212909272313,66.46,model_2022_2023_scaled_elasticnet_0.01_features_removed
2019,2023,True,lasso,0.01,False,70.28015497651832,0.22908915881696368,66.44999999999999,model_2019_2023_scaled_lasso_0.01_features_included
2014,2023,False,elasticnet,100.0,False,81.06549815796093,0.19063037075037637,66.43,model_2014_2023_unscaled_elasticnet_100_features_included
2014,2023,False,ridge,1.0,True,81.36253118391755,0.1876647501650942,66.37333333333333,model_2014_2023_unscaled_ridge_1_features_removed
2014,2023,False,ridge,0.01,True,81.36339225780921,0.18765615307912942,66.36666666666667,model_2014_2023_unscaled_ridge_0.01_features_removed
